SampleID	Latitude	Longitude	Island	plot	Island_ID	perimeter	area	logArea	Area.hu	Nearest_Island	Dis_Mainland	pH	AP	TP	TN	TOC	moisture	EC	Aal	Aca	AK	Amg
X43_1B	29.51273333	118.8267111	X43	X43_1	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.07	3.106361829	0.192453517	1.442485761	20.627	0.148294829	57.8	761.9	27	51	13.5
X43_1C	29.51278889	118.826625	X43	X43_1	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.23	2.728174603	0.157684482	1.050881448	10.78900795	0.151912568	56.7	921.1	45.9	65.3	18.4
X43_1D	29.51271667	118.8265639	X43	X43_1	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.34	3.137351779	0.160304	1.275783481	19.17668759	0.172555762	42	534.9	42.5	37.7	15.5
X43_2A	29.513	118.8235667	X43	X43_2	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.26	2.777777778	0.16476016	1.150644817	16.91222156	0.12804878	57	1231	61.8	79	29.1
X43_2B	29.512925	118.8235056	X43	X43_2	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.1	3.45	0.191827437	1.188621143	15.53684682	0.125128856	85.4	733.4	31.1	48.4	16
X43_2C	29.51287222	118.8235861	X43	X43_2	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.27	3.255467197	0.129700634	0.844383572	10.10657782	0.146207633	54.3	1140.3	24.1	50.1	21.8
X43_2D	29.51294722	118.82365	X43	X43_2	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.15	3.273809524	0.130757161	1.461941645	23.25831979	0.132244982	54.7	1004.7	27.4	40.3	20.7
X43_3A	29.51311667	118.8259361	X43	X43_3	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.26	2.268244576	0.124545489	1.074022879	14.54825698	0.170968133	51.8	1437.4	77.4	74	30.1
X43_3B	29.51318611	118.8259972	X43	X43_3	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.16	2.539840637	0.136203996	0.988055928	12.75977497	0.157410736	51.6	895.5	37.9	35.2	15.7
X43_3C	29.51324444	118.8259194	X43	X43_3	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.15	2.44510978	0.142070258	1.389118838	23.19582962	0.172179753	57.7	1315	61.5	58	23.1
X43_3D	29.51316944	118.8258528	X43	X43_3	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.48	3.43625498	0.138961244	0.898813693	9.014	0.147764799	58.2	817.7	62.4	47.7	21.8
X43_4A	29.51277778	118.8241028	X43	X43_4	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.04	3.051181102	0.18062444	1.61973855	32.59169464	0.18389753	62.4	910.9	24.4	45	13.2
X43_4B	29.51270278	118.8240417	X43	X43_4	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.16	2.819361277	0.16466566	1.491039525	25.36525333	0.158159623	44.6	896.3	48	49.1	16.7
X43_4C	29.51264722	118.824125	X43	X43_4	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.13	3.03	0.117176064	1.116898188	17.85322425	0.180585516	47.3	1493.8	42.3	51.9	27.5
X43_4D	29.512725	118.8241861	X43	X43_4	25	1363.99805	36958.40723	4.567713246	3.695840723	29.6475	2588.229411	4.08	2.455357143	0.103537362	1.19418154	22.5567579	0.187577441	53.1	1627	36.3	52.6	17.5
X50_1A	29.51036111	118.8155861	X50	X50_1	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	3.94	3.168316832	0.151784382	1.649918867	36.67719378	0.093216262	52.1	781.2	36.6	35.6	10.2
X50_1B	29.51031111	118.8155	X50	X50_1	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.16	2.614541833	0.157454624	1.231974024	21.33887579	0.073628379	40.2	937.3	40.2	55.2	12.9
X50_1C	29.51023611	118.8155639	X50	X50_1	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.17	2.687376726	0.216664794	1.160896445	21.54999105	0.083433995	32.5	684.2	30.2	41.2	7.7
X50_1D	29.51028889	118.8156556	X50	X50_1	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.25	3.229783037	0.232044324	0.968194353	16.07953979	0.088656816	31.5	741.7	24.7	38.8	8.4
X50_2A	29.51063056	118.8154833	X50	X50_2	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.1	2.099802372	0.066697866	1.730828449	27.83023518	0.107163817	51.4	1267.7	81.7	53.8	14.2
X50_2B	29.51057778	118.8154	X50	X50_2	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.15	3.000992063	0.132634624	1.484772449	30.959	0.103965471	54.2	1400.3	87.7	69.3	20
X50_2C	29.51051111	118.8154667	X50	X50_2	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.08	2.49500998	0.148491965	1.602867925	29.72384318	0.132740623	57.7	1117.7	47.1	48.2	14.6
X50_2D	29.51056389	118.81555	X50	X50_2	8	203.60015	2878.04337	3.459097334	0.287804337	89.5415	3039.890206	4.09	1.884920635	0.103107421	1.701748646	27.96117116	0.153743092	59.9	1701.6	91.3	54.7	13.9
X58_1A	29.57926667	118.9129472	X58	X58_1	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.21	2.901785714	0.244603669	1.244342932	19.07181498	0.162864754	38.8	1075.9	31.7	51.7	16.9
X58_1B	29.57918889	118.9129	X58	X58_1	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.29	2.579365079	0.309324303	1.367337357	21.41804308	0.174516306	42.5	739.6	26.5	29.1	11.7
X58_1C	29.57915	118.9129861	X58	X58_1	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.31	2.614541833	0.267735762	1.602724222	25.4333766	0.14612015	45.8	1265.1	45.9	61.7	28.6
X58_1D	29.57922778	118.9130389	X58	X58_1	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.21	2.55	0.363934792	1.1411623	17.88142277	0.146146665	41.7	1333.9	56.2	61.5	20.6
X58_2A	29.57985556	118.9124806	X58	X58_2	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	3.97	2.370259481	0.147200378	1.245404255	21.37463417	0.185036203	49.6	1215.4	28.3	36.3	10.3
X58_2B	29.579775	118.9124333	X58	X58_2	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.16	2.678571429	0.201591916	1.346739427	16.68482229	0.1433555	82.6	1383.6	136.7	99.7	35.9
X58_2C	29.57973611	118.9125222	X58	X58_2	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.11	3.944773176	0.1788794	1.780426016	30.29246647	0.17535686	56.8	1720.9	64.6	71.3	25.1
X58_2D	29.57981944	118.9125778	X58	X58_2	17	451.51457	8388.43074	3.923680723	0.838843074	62.1513	892.6953768	4.09	2.644710579	0.182482029	1.452154014	22.808	0.161905243	53.3	1750.9	59.7	56.6	17.7
X59_A	29.58004444	118.9103444	X59	X59_1	5	221.61365	1890.02337	3.276467174	0.189002337	18.0562	693.5750198	4.32	5.193836978	0.288496489	1.989514322	28.68330573	0.169567627	88.4	1032.2	281.7	72.7	38.1
X59_B	29.58001944	118.9102778	X59	X59_1	5	221.61365	1890.02337	3.276467174	0.189002337	18.0562	693.5750198	4.18	4.05876494	0.335265	1.960264807	28.81707147	0.116994475	61.8	968.9	104.8	70.7	22.3
X59_C	29.57992778	118.9102944	X59	X59_1	5	221.61365	1890.02337	3.276467174	0.189002337	18.0562	693.5750198	3.97	5.1	0.261853309	1.622114369	23.02388001	0.140640701	106.4	1121.1	173.8	60.8	25.7
X59_D	29.57991944	118.9102	X59	X59_1	5	221.61365	1890.02337	3.276467174	0.189002337	18.0562	693.5750198	4.12	5.839960239	0.24869167	1.853972028	26.91745637	0.159227899	76.7	1676.9	334.3	104.8	41.6
X60_A	29.58058611	118.9105778	X60	X60_1	3	166.59148	1396.06966	3.144907089	0.139606966	18.0562	724.9450337	4.39	1.506916996	0.155424138	0.846467768	9.903445819	0.167391056	37.3	1387.5	181.5	66.7	28.5
X60_B	29.58058611	118.91065	X60	X60_1	3	166.59148	1396.06966	3.144907089	0.139606966	18.0562	724.9450337	4.32	3.817365269	0.284182658	1.148833635	14.39158302	0.127733928	89	1264	382.3	96.2	54.9
X60_C	29.58065833	118.9107194	X60	X60_1	3	166.59148	1396.06966	3.144907089	0.139606966	18.0562	724.9450337	4.17	4.475	0.392941417	1.817578221	22.32390023	0.144229996	71.9	1064.7	245.1	62.8	31.4
X60_D	29.58071667	118.9106389	X60	X60_1	3	166.59148	1396.06966	3.144907089	0.139606966	18.0562	724.9450337	4.31	2.952755906	0.377219746	1.319429085	16.68144723	0.120275029	58.2	1366.5	322.7	86.8	43.5
X63_1A	29.56829722	118.8937333	X63	X63_1	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.5	2.827380952	0.246243549	1.215783926	19.04717688	0.130756507	39.2	961.3	81.9	56.3	30
X63_1B	29.56835	118.8938194	X63	X63_1	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.23	2.878937008	0.255801009	1.230576227	19.692	0.134480561	45	1281.8	72.9	69	23.8
X63_1C	29.56841944	118.8937583	X63	X63_1	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.28	3.411354582	0.288180997	1.93251922	36.47269925	0.17033218	46.4	1460.6	118.7	80.9	30.7
X63_1D	29.56836944	118.8936694	X63	X63_1	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.32	3.273809524	0.272972855	1.694760332	26.38946292	0.137392174	53.5	952.3	54.9	44.2	26.5
X63_2A	29.56813333	118.8940361	X63	X63_2	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.58	2.689243028	0.321101143	1.471888128	23.87186624	0.109236382	42.3	767.2	68	48.6	33.7
X63_2B	29.56818889	118.8941194	X63	X63_2	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.72	2.687376726	0.256272513	1.449010356	23.01960958	0.1255934	43.6	1138.8	99.1	78.8	41.4
X63_2C	29.56826111	118.8940639	X63	X63_2	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.32	2.664342629	0.263018396	1.317795182	22.97779146	0.138568129	43.9	1271.1	68.2	62.6	21.4
X63_2D	29.56820833	118.8939778	X63	X63_2	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.57	2.903543307	0.28431234	1.400046308	22.22483306	0.122638607	47.3	623.8	23.7	39.1	15.4
X63_3A	29.56841667	118.8948139	X63	X63_3	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.37	2.35	0.308238453	1.290659218	18.90655784	0.10034965	42	1067.9	36.6	48.2	14.3
X63_3B	29.56847222	118.8948972	X63	X63_3	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.22	2.613412229	0.225668385	1.128844976	17.80124333	0.136371182	43.4	889.5	122.9	75.8	42.5
X63_3C	29.56854722	118.8948361	X63	X63_3	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.12	3.043912176	0.237007526	1.526569084	27.71673605	0.151259077	49.9	938.9	26.8	35.9	10.4
X63_3D	29.56848889	118.89475	X63	X63_3	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.47	2.252475248	0.272940148	1.712524626	26.161	0.134716848	42.7	987	85.2	63.8	30
X63_4A	29.56844444	118.8943167	X63	X63_4	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.29	2.938247012	0.292240554	1.236976812	20.90158002	0.148073284	36.6	862.8	38	42.4	14.3
X63_4B	29.5685	118.8943972	X63	X63_4	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.2	2.816205534	0.305267491	1.171826221	16.91872159	0.1348365	46.7	1171.4	57.6	62.1	19.4
X63_4C	29.56856667	118.8943333	X63	X63_4	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.22	3.156063618	0.201345087	1.238815806	17.58242702	0.149616675	45.4	1028.6	38.4	55	17.2
X63_4D	29.56851111	118.8942472	X63	X63_4	23	602.59538	13263.93322	4.122672327	1.326393322	53.295	1046.337527	4.09	3.96039604	0.187025481	1.367888237	25.45104132	0.162853703	51	986.4	36.4	47.9	12.2
X64_1A	29.56823333	118.8986222	X64	X64_1	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.53	3.55	0.327068897	1.084148052	12.59457277	0.131649678	32.5	920.4	67.9	49.6	47.3
X64_1B	29.5683	118.8986917	X64	X64_1	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.28	3.000992063	0.257985037	1.257317178	21.09757173	0.136354562	46.6	1263.9	71	73.6	27.2
X64_1C	29.56835833	118.8986167	X64	X64_1	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.21	3.031809145	0.332790597	1.199774167	17.39788364	0.180819737	37.3	1059.7	57.1	48	20.4
X64_1D	29.56829167	118.8985444	X64	X64_1	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.34	3.279092702	0.35796	1.430666667	21.02565654	0.128236466	40.8	962.7	65.1	56.2	32.7
X64_2A	29.56802778	118.8982472	X64	X64_2	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.56	3.323412698	0.401579165	1.33477748	18.61022621	0.120272468	31.7	1000.5	78.2	66.9	63.3
X64_2B	29.56809444	118.8983167	X64	X64_2	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.35	3.656126482	0.418591473	1.46132981	20.305	0.123597373	46.1	945	59.2	58.1	41.4
X64_2C	29.56815833	118.8982556	X64	X64_2	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.41	4.718379447	0.388554135	1.431719595	20.36092796	0.131582274	47.8	1036.1	84	70.5	64.9
X64_2D	29.56808889	118.8981722	X64	X64_2	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.45	3.472222222	0.382086554	1.080428462	12.86817631	0.129590801	26.5	1237.8	155.8	71.7	85.4
X64_3A	29.56859444	118.8979083	X64	X64_3	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.22	4.241516966	0.247381786	1.181663303	19.51831552	0.118078643	44.5	1017.3	26.4	65	15.9
X64_3B	29.56866111	118.897975	X64	X64_3	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.3	3.3	0.274177415	1.377333463	19.10403524	0.120779163	37.5	785.9	49.2	45.3	16.9
X64_3C	29.56872222	118.8979056	X64	X64_3	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.09	3.794642857	0.345612923	1.434101806	23.91018699	0.102514755	46.2	1297	46.9	61.2	18.4
X64_3D	29.56865278	118.8978306	X64	X64_3	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.23	4.291417166	0.308364014	1.431755351	23.2080524	0.127180038	48.3	1004.3	32.5	54	18.4
X64_4A	29.56834167	118.8982361	X64	X64_4	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.37	4.767786561	0.533208301	1.671416058	21.49905436	0.128476106	50.1	970.6	91.7	69.3	28.9
X64_4B	29.56840833	118.8983056	X64	X64_4	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.2	4.32312253	0.435942886	1.186212554	11.8214116	0.100931549	41.4	1190.1	139.2	76.3	33.1
X64_4C	29.56846944	118.898225	X64	X64_4	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.16	4.733727811	0.235273068	1.064346774	11.48097052	0.136070733	40.4	961.6	46.5	68.4	16.2
X64_4D	29.5684	118.8981583	X64	X64_4	21	561.71096	13070.97385	4.116307946	1.307097385	14.8896	1098.858149	4.08	5.738522954	0.357102704	1.40693585	17.233	0.184673889	43.2	1614	67.6	105.2	25.3
X69_1A	29.56849444	118.9001583	X69	X69_1	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4.06	3.917165669	0.292734374	1.484281394	24.09395158	0.112827302	59.3	1261.6	75.8	81.7	25.7
X69_1B	29.56844444	118.9000722	X69	X69_1	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4.31	3.118811881	0.292121658	1.160131743	16.09395221	0.129502608	32.2	1178.8	74.6	63.9	33.4
X69_1C	29.56837222	118.9001389	X69	X69_1	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4.15	3.51	0.310654835	1.61973855	28.32877137	0.143604582	44.3	774.2	61.1	48.3	18.8
X69_1D	29.568425	118.900225	X69	X69_1	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4.47	2.717391304	0.276428365	1.232503974	17.66375287	0.124231111	33.7	960.1	130.3	61.4	37.2
X69_2A	29.56867778	118.8998389	X69	X69_2	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4	3.918650794	0.241333548	1.943614623	34.68515881	0.168332716	60.9	1295.6	72.5	58.8	24.4
X69_2B	29.56862778	118.8997528	X69	X69_2	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4.3	4.199801193	0.296009944	1.649035892	25.49278965	0.136439268	47	1096.6	98.4	81.4	47.8
X69_2C	29.56855833	118.8998222	X69	X69_2	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	4.1	2.692687747	0.245538163	1.14027925	16.94962614	0.152106538	54.9	1011.6	43.8	43.5	18.1
X69_2D	29.56860833	118.8999056	X69	X69_2	11	245.27053	4160.45775	3.619141116	0.416045775	33.606	1227.881866	3.95	2.994011976	0.223299728	1.135439395	21.469	0.154859699	69.7	1452.2	81.5	56.3	18.9
X72_1A	29.529975	118.9224111	X72	X72_1	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.02	4.405940594	0.283511687	1.640959796	30.20128897	0.131060001	70.6	1087.7	123.6	36.8	17.7
X72_1B	29.53006389	118.9224361	X72	X72_1	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	3.96	4.025	0.29799	1.906693435	35.0245454	0.175624786	65.9	1468.8	106.4	61.9	21.4
X72_1C	29.5301	118.9223389	X72	X72_1	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.05	4.940711462	0.203595374	1.227089836	18.96803849	0.171593731	82.3	1349.3	173	61.6	23.2
X72_1D	29.52999722	118.9223083	X72	X72_1	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.18	3.05	0.264922279	1.242710262	18.77301513	0.123995295	50	1253.4	90.3	50	17.6
X72_2A	29.52946667	118.9228806	X72	X72_2	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.19	3.112549801	0.259016357	1.156700869	16.29881079	0.153816975	62.2	1069.6	81.2	38.4	15
X72_2B	29.52955556	118.9229056	X72	X72_2	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.17	3.745039683	0.24994492	0.972354264	13.25752485	0.189608562	63.9	1377.6	109	61.5	20.5
X72_2C	29.529575	118.9227944	X72	X72_2	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.03	2.619760479	0.210823031	1.52475727	24.75987591	0.185575982	63.4	1408.5	64.6	44.1	14.5
X72_2D	29.52948333	118.9227806	X72	X72_2	15	423.06708	6875.91563	3.837330539	0.687591563	65.5817	2127.505133	4.13	3.645833333	0.229610628	1.610629906	24.78420424	0.160216352	77.8	1444	199.5	63.2	26.3
X73_1A	29.54738333	118.9112306	X73	X73_1	6	207.12881	2538.00362	3.404492237	0.253800362	135.66	3725.021799	4.09	4.441117764	0.144259829	1.331832847	19.85747848	0.142803481	92.7	1166.2	126	57.4	26.6
X73_1B	29.54729722	118.9112167	X73	X73_1	6	207.12881	2538.00362	3.404492237	0.253800362	135.66	3725.021799	3.94	7.918326693	0.242177038	2.526213931	36.1	0.135164099	124.8	1027.1	313.1	69.3	37.6
X73_1C	29.54727222	118.9113306	X73	X73_1	6	207.12881	2538.00362	3.404492237	0.253800362	135.66	3725.021799	4.12	10.56163022	0.239651627	2.211446536	31.19866144	0.105124425	93.7	1199.2	446	87.5	61.1
X73_1D	29.54735833	118.9113417	X73	X73_1	6	207.12881	2538.00362	3.404492237	0.253800362	135.66	3725.021799	3.95	6.175889328	0.13983337	1.527897731	22.24997883	0.180488434	112.1	1433.7	260.8	84.2	37.8
X74_1A	29.55095833	118.9081167	X74	X74_1	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.15	7.057654076	0.161374237	1.857153746	29.94499379	0.184265868	128.1	840.6	612.8	82	75.5
X74_1B	29.55091389	118.908025	X74	X74_1	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.46	7.514880952	0.174984	1.795178788	23.25018122	0.199475675	99	937.4	1078.4	129.5	175.5
X74_1C	29.55084167	118.9080861	X74	X74_1	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.49	6.92	0.148843889	1.587529723	21.78532695	0.197132732	89.7	945.9	1248.5	157.4	203.3
X74_1D	29.55088611	118.908175	X74	X74_1	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.33	6.262376238	0.082745377	0.890106964	11.32872003	0.184901278	73.6	1466.4	969.5	129.5	156.9
X74_2A	29.55160833	118.9076333	X74	X74_2	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.17	5.129482072	0.120724549	1.461584807	22.29700825	0.155290225	91.7	1576.7	505.5	136	77.6
X74_2B	29.55156389	118.9075417	X74	X74_2	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.91	8.399209486	0.176318879	1.908119921	28.29836135	0.16717272	162.1	1108.2	2321.3	190.4	229.6
X74_2C	29.55149167	118.9075972	X74	X74_2	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.51	7.945544554	0.079423597	0.941950398	13.85093287	0.191901758	113.7	1092.5	1349.6	160.3	201.6
X74_2D	29.55153333	118.9076944	X74	X74_2	10	348.01264	3949.1047	3.596498648	0.39491047	26.0411	3204.959701	4.43	5.813373253	0.082883517	1.081993553	25.581	0.182412698	93.9	1045.4	1138.4	117.1	147.3
X75_1A	29.54965278	118.9110111	X75	X75_1	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.35	5.183531746	0.090894722	1.059022222	18.40911285	0.166364734	96.4	1196.9	729.3	102.1	77.4
X75_1B	29.549725	118.91095	X75	X75_1	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.58	4.6812749	0.088101503	1.071481461	16.55092548	0.17882772	74.9	765.7	711.7	84.5	62.1
X75_1C	29.549675	118.9108667	X75	X75_1	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.5	10.35502959	0.101193028	0.870640294	13.71510835	0.153118722	78.7	1105.9	1024	120.9	100
X75_1D	29.54959722	118.9109278	X75	X75_1	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.38	5.189620758	0.085357569	1.136396466	17.7893312	0.143604878	81.3	764.1	636.1	102.6	91.3
X75_2A	29.55058611	118.9110917	X75	X75_2	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.88	5.52	0.11430812	1.270813327	19.50149013	0.188454427	83.9	1528.1	1487.3	180.8	121.5
X75_2B	29.55066111	118.9110306	X75	X75_2	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.52	5.513972056	0.092861456	0.976726877	15.57468866	0.155495706	61.6	1385.5	988.6	107.9	80.9
X75_2C	29.55060833	118.9109417	X75	X75_2	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.36	3.7	0.086282427	0.966563003	16.35906943	0.160656496	82.3	1713.9	550.5	130.6	59.8
X75_2D	29.55053333	118.9110056	X75	X75_2	19	716.38627	8624.72568	3.935745291	0.862472568	22.9535	3359.056078	4.3	4.404527559	0.10712581	1.229542941	21.93751133	0.144167297	92.9	1045	524.5	98	70.1
X77_1A	29.50491667	118.8267556	X77	X77_1	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.32	2.56916996	0.217880393	1.619514667	24.96177927	0.16514531	45.8	1631	108.2	90.4	36.1
X77_1B	29.505	118.826825	X77	X77_1	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.3	2.574257426	0.185381034	1.26856753	19.68	0.178517964	45.2	1832.7	152.4	86.9	39.4
X77_1C	29.50507778	118.8267528	X77	X77_1	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.3	3.76984127	0.284373933	1.811768851	29.52726142	0.149057308	41.4	1100.4	124	1.1	6.4
X77_1D	29.50500278	118.8266917	X77	X77_1	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.19	4.397233202	0.266573892	1.81990504	29.60377422	0.127409291	40.7	1117.1	58	78.1	43.4
X77_2A	29.50702222	118.827525	X77	X77_2	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.36	3.628230616	0.393900903	1.695105847	21.83566845	0.135217548	34.9	927.7	43.3	67	26.9
X77_2B	29.50704444	118.827425	X77	X77_2	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.33	3.592519685	0.512317543	3.01576897	54.42495074	0.129000512	50.1	1535.8	39.6	94.9	24.6
X77_2C	29.50695556	118.8273972	X77	X77_2	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.38	4.133466135	0.431440898	2.41802214	35.77243666	0.109970739	53.5	886.1	67.6	68.3	32.9
X77_2D	29.50693333	118.8275	X77	X77_2	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.5	4.53187251	0.433825297	2.852708365	48.76436703	0.130422423	42.8	837.9	107.6	73.8	47.8
X77_3A	29.50536389	118.8263361	X77	X77_3	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	3.96	3.366336634	0.184835104	1.799979931	39.24507018	0.151530429	62.6	1102.2	34.5	64.7	17
X77_3B	29.50543333	118.8264	X77	X77_3	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.18	3.205765408	0.159665724	1.425374272	25.26671316	0.186714674	55	1396.5	71.5	77.9	23.4
X77_3C	29.50549444	118.8263167	X77	X77_3	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.05	2.884615385	0.185827209	1.525626121	28.57342336	0.153678236	49.8	1013.9	30.5	60.2	14.9
X77_3D	29.50541944	118.8262556	X77	X77_3	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.02	2.846534653	0.215609906	1.592598378	29.851	0.165137615	57.6	1205.3	50.6	79.4	23.2
X77_4A	29.50676667	118.8273528	X77	X77_4	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.3	2.376237624	0.24933087	2.0381117	34.16135743	0.129477503	43.5	792.9	52.1	63.3	41.1
X77_4B	29.50678889	118.82725	X77	X77_4	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.18	2.810650888	0.270233762	1.481206522	20.12941852	0.1442722	52.1	1079.8	62.1	61.3	42.5
