SampleID	Latitude	Longitude	Island	plot	Island_ID	perimeter	area	logArea	Area.hu	Nearest_Island	Dis_Mainland	pH	AP	TP	TN	TOC	moisture	EC	Aal	Aca	AK	Amg
X77_4C	29.50670278	118.827225	X77	X77_4	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.51	2.589641434	0.332738528	2.301277906	35.10353176	0.108681301	43.2	756.2	99.3	53.6	53
X77_4D	29.50668056	118.8273278	X77	X77_4	24	1213.28861	25619.08691	4.408563647	2.561908691	16.15	2576.166637	4.33	2.932405567	0.253175551	1.431344194	21.85645823	0.130776322	52.6	765.5	68.9	49.4	32
X78_1A	29.50430278	118.8280139	X78	X78_1	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.04	3.65	0.311632124	1.918939355	30.45230363	0.152302782	55.2	867.5	46	51.1	18.4
X78_1B	29.504225	118.8279694	X78	X78_1	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.22	4.133663366	0.32113479	1.974120835	48.33008972	0.171980749	69.9	1573.8	205.5	131.4	45.1
X78_1C	29.50418333	118.8280639	X78	X78_1	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.2	3.081510934	0.328045056	1.918785983	32.91396356	0.158649997	50.6	659.9	95.8	44.6	17.5
X78_1D	29.50427222	118.8281139	X78	X78_1	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.21	3.330019881	0.304492465	1.644567688	24.23227002	0.176870748	49.5	734	71.3	44.8	19.3
X78_2A	29.50462222	118.8279056	X78	X78_2	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.02	3.323412698	0.187064921	1.67616568	32.05619159	0.188008727	58.3	1361.8	43.4	47.6	16.4
X78_2B	29.50454167	118.8278583	X78	X78_2	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.15	3.112648221	0.237800317	2.154643875	39.09124962	0.203466583	74.3	1068.5	124.5	52.7	24.1
X78_2C	29.50451389	118.8279528	X78	X78_2	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.11	2.504960317	0.229045195	1.544592344	23.44	0.214123564	57.6	1241.7	76.4	53.6	19.4
X78_2D	29.50459444	118.8280056	X78	X78_2	18	488.38992	8542.18763	3.931569107	0.854218763	16.15	2470.848161	4.06	2.66798419	0.14538559	1.776765847	29.64973401	0.238666667	60.4	1416.7	57.3	66.1	19.3
