OTUID	TrophicMode
OTU1139	Pathotroph-Saprotroph-Symbiotroph
OTU11437	Saprotroph-Symbiotroph
OTU1146	Saprotroph
OTU11465	Saprotroph
OTU11476	Saprotroph-Symbiotroph
OTU1148	Pathotroph-Saprotroph-Symbiotroph
OTU11486	Symbiotroph
OTU1151	Pathotroph-Saprotroph-Symbiotroph
OTU11561	Saprotroph
OTU1157	Saprotroph
OTU11584	Saprotroph
OTU11607	Saprotroph
OTU11619	Saprotroph
OTU1162	Saprotroph
OTU11635	Saprotroph-Symbiotroph
OTU11637	Pathotroph-Saprotroph-Symbiotroph
OTU11668	Saprotroph-Symbiotroph
OTU11687	Saprotroph
OTU1171	Saprotroph
OTU1172	Saprotroph-Symbiotroph
OTU11744	Saprotroph-Symbiotroph
OTU11756	Pathotroph-Symbiotroph
OTU11763	Saprotroph
OTU11781	Saprotroph-Symbiotroph
OTU11820	Saprotroph
OTU11821	Saprotroph
OTU11916	Saprotroph-Symbiotroph
OTU11917	Saprotroph-Symbiotroph
OTU11921	Pathotroph-Symbiotroph
OTU1195	Pathotroph-Saprotroph-Symbiotroph
OTU11953	Saprotroph-Symbiotroph
OTU11977	Saprotroph
OTU11981	Pathotroph-Saprotroph-Symbiotroph
OTU12018	Symbiotroph
OTU1202	Saprotroph
OTU12090	Saprotroph-Symbiotroph
OTU121	Saprotroph
OTU12100	Saprotroph
OTU12133	Pathotroph-Saprotroph-Symbiotroph
OTU12179	Pathotroph-Saprotroph-Symbiotroph
OTU12214	Saprotroph
OTU1223	Saprotroph-Symbiotroph
OTU12271	Saprotroph
OTU12336	Pathotroph-Saprotroph-Symbiotroph
OTU12345	Saprotroph
OTU12347	Pathotroph-Saprotroph-Symbiotroph
OTU12398	Saprotroph-Symbiotroph
OTU1244	Pathotroph-Saprotroph-Symbiotroph
OTU12481	Saprotroph
OTU12501	Saprotroph-Symbiotroph
OTU126	Saprotroph-Symbiotroph
OTU12641	Saprotroph
OTU12652	Saprotroph-Symbiotroph
OTU1268	Pathotroph-Symbiotroph
OTU12680	Pathotroph-Saprotroph-Symbiotroph
OTU1276	Pathotroph-Saprotroph
OTU12789	Pathotroph-Saprotroph-Symbiotroph
OTU12790	Saprotroph
OTU12802	Saprotroph
OTU12815	Saprotroph
OTU12826	Pathotroph-Saprotroph-Symbiotroph
OTU12832	Saprotroph-Symbiotroph
OTU12836	Saprotroph
OTU12849	Saprotroph
OTU12858	Pathotroph-Saprotroph-Symbiotroph
OTU12860	Saprotroph
OTU12932	Saprotroph
OTU1295	Pathotroph-Saprotroph-Symbiotroph
OTU1296	Saprotroph
OTU12988	Pathotroph-Saprotroph-Symbiotroph
OTU13003	Saprotroph
OTU13007	Saprotroph
OTU13017	Saprotroph-Symbiotroph
OTU1309	Saprotroph
OTU1314	Pathotroph-Saprotroph-Symbiotroph
OTU1315	Saprotroph
OTU1316	Saprotroph
OTU1320	Saprotroph
OTU1322	Saprotroph
OTU1323	Pathotroph-Symbiotroph
OTU13234	Saprotroph-Symbiotroph
OTU13238	Saprotroph-Symbiotroph
OTU1326	Saprotroph
OTU13264	Saprotroph
OTU13267	Pathotroph-Saprotroph-Symbiotroph
OTU13270	Pathotroph-Saprotroph-Symbiotroph
OTU13278	Saprotroph
OTU13283	Saprotroph
OTU13354	Symbiotroph
OTU1336	Saprotroph
OTU1340	Pathotroph-Saprotroph
OTU1345	Saprotroph
OTU13456	Saprotroph-Symbiotroph
OTU13463	Saprotroph-Symbiotroph
OTU13466	Pathotroph-Saprotroph-Symbiotroph
OTU13516	Saprotroph
OTU13562	Pathotroph-Saprotroph-Symbiotroph
OTU13595	Symbiotroph
OTU13622	Saprotroph
OTU13624	Pathotroph-Saprotroph-Symbiotroph
OTU1366	Saprotroph
OTU13686	Saprotroph-Symbiotroph
OTU1373	Saprotroph
OTU13744	Saprotroph-Symbiotroph
OTU13769	Saprotroph
OTU13798	Saprotroph-Symbiotroph
OTU1381	Saprotroph
OTU13814	Saprotroph-Symbiotroph
OTU13832	Saprotroph
OTU13847	Pathotroph-Saprotroph-Symbiotroph
OTU1386	Saprotroph-Symbiotroph
OTU1391	Pathotroph-Saprotroph-Symbiotroph
OTU13925	Saprotroph-Symbiotroph
OTU13965	Pathotroph-Saprotroph-Symbiotroph
OTU14	Symbiotroph
OTU1403	Pathotroph-Saprotroph-Symbiotroph
OTU14034	Saprotroph
OTU141	Saprotroph
OTU1412	Saprotroph
OTU14145	Saprotroph
OTU1419	Saprotroph-Symbiotroph
OTU14194	Saprotroph
OTU1420	Pathotroph-Saprotroph-Symbiotroph
OTU1423	Pathotroph-Saprotroph-Symbiotroph
OTU14235	Saprotroph
OTU1424	Pathotroph-Saprotroph-Symbiotroph
OTU1428	Saprotroph
OTU14373	Saprotroph
OTU14398	Saprotroph
OTU144	Saprotroph-Symbiotroph
OTU14459	Saprotroph
OTU14477	Saprotroph-Symbiotroph
OTU14499	Saprotroph
OTU1451	Symbiotroph
OTU1457	Pathotroph-Saprotroph-Symbiotroph
OTU14614	Saprotroph
OTU14623	Saprotroph-Symbiotroph
OTU1463	Pathotroph-Saprotroph-Symbiotroph
OTU14647	Saprotroph-Symbiotroph
OTU14696	Saprotroph
OTU14787	Saprotroph
OTU14810	Saprotroph-Symbiotroph
OTU14817	Pathotroph-Saprotroph-Symbiotroph
OTU14844	Saprotroph
OTU1485	Pathotroph-Saprotroph-Symbiotroph
OTU14900	Pathotroph-Saprotroph-Symbiotroph
OTU14927	Saprotroph
OTU15000	Saprotroph-Symbiotroph
OTU15011	Saprotroph
OTU1505	Saprotroph
OTU1506	Saprotroph
OTU1510	Pathotroph-Saprotroph-Symbiotroph
OTU15107	Saprotroph-Symbiotroph
OTU15153	Saprotroph-Symbiotroph
OTU15158	Pathotroph-Saprotroph-Symbiotroph
OTU1520	Saprotroph
OTU1528	Pathotroph-Saprotroph-Symbiotroph
OTU15288	Pathotroph-Saprotroph-Symbiotroph
OTU1529	Saprotroph
OTU153	Saprotroph
OTU15312	Saprotroph
OTU15324	Saprotroph-Symbiotroph
OTU1536	Symbiotroph
OTU1538	Saprotroph
OTU15386	Saprotroph-Symbiotroph
OTU15394	Saprotroph-Symbiotroph
OTU15395	Saprotroph-Symbiotroph
OTU154	Pathotroph-Symbiotroph
OTU15410	Pathotroph-Saprotroph-Symbiotroph
OTU15490	Saprotroph
OTU155	Saprotroph-Symbiotroph
OTU15521	Saprotroph
OTU15569	Symbiotroph
OTU15582	Symbiotroph
OTU15590	Saprotroph
OTU15593	Saprotroph
OTU1560	Pathotroph-Saprotroph-Symbiotroph
OTU1565	Pathotroph-Saprotroph-Symbiotroph
OTU15680	Saprotroph
OTU157	Saprotroph-Symbiotroph
OTU15701	Saprotroph-Symbiotroph
OTU1571	Pathotroph-Saprotroph-Symbiotroph
OTU15715	Pathotroph-Saprotroph-Symbiotroph
OTU15725	Pathotroph-Saprotroph-Symbiotroph
OTU15759	Saprotroph-Symbiotroph
OTU1576	Pathotroph-Saprotroph-Symbiotroph
OTU15817	Pathotroph-Saprotroph-Symbiotroph
OTU15825	Saprotroph-Symbiotroph
OTU15834	Saprotroph
OTU15843	Saprotroph
OTU1587	Saprotroph
OTU15948	Pathotroph-Saprotroph-Symbiotroph
OTU15951	Saprotroph-Symbiotroph
OTU15967	Saprotroph
OTU16018	Saprotroph
OTU16036	Saprotroph
OTU16046	Saprotroph-Symbiotroph
OTU16062	Saprotroph
OTU16063	Pathotroph-Saprotroph-Symbiotroph
OTU161	Saprotroph
OTU16119	Saprotroph
OTU1614	Saprotroph-Symbiotroph
OTU16148	Saprotroph
OTU16164	Saprotroph-Symbiotroph
OTU1618	Saprotroph
OTU162	Saprotroph
OTU1621	Saprotroph
OTU16215	Saprotroph
OTU1623	Saprotroph-Symbiotroph
OTU1624	Saprotroph
OTU16252	Saprotroph
OTU16257	Saprotroph
OTU16260	Pathotroph-Saprotroph-Symbiotroph
OTU16282	Pathotroph-Saprotroph-Symbiotroph
OTU16290	Saprotroph
OTU16309	Pathotroph-Saprotroph-Symbiotroph
OTU16323	Pathotroph-Saprotroph-Symbiotroph
OTU16335	Saprotroph
OTU16358	Saprotroph-Symbiotroph
OTU16360	Saprotroph
OTU16368	Saprotroph
OTU1638	Symbiotroph
OTU1640	Saprotroph
OTU16405	Pathotroph-Saprotroph-Symbiotroph
OTU16457	Saprotroph
OTU16475	Pathotroph-Saprotroph-Symbiotroph
OTU16523	Saprotroph-Symbiotroph
OTU1658	Pathotroph-Saprotroph-Symbiotroph
OTU16597	Saprotroph-Symbiotroph
OTU1660	Saprotroph-Symbiotroph
OTU16651	Pathotroph-Saprotroph-Symbiotroph
OTU16678	Pathotroph-Saprotroph-Symbiotroph
OTU16694	Saprotroph
OTU167	Saprotroph-Symbiotroph
OTU16730	Saprotroph-Symbiotroph
OTU16735	Pathotroph-Saprotroph-Symbiotroph
OTU16743	Pathotroph-Saprotroph-Symbiotroph
OTU16750	Pathotroph-Saprotroph-Symbiotroph
OTU16765	Pathotroph-Saprotroph-Symbiotroph
OTU16780	Saprotroph-Symbiotroph
OTU16781	Saprotroph-Symbiotroph
OTU16824	Saprotroph-Symbiotroph
OTU16862	Saprotroph-Symbiotroph
OTU16871	Symbiotroph
OTU16896	Saprotroph
OTU16898	Symbiotroph
OTU16938	Saprotroph-Symbiotroph
OTU1697	Saprotroph-Symbiotroph
OTU16975	Saprotroph-Symbiotroph
OTU1703	Pathotroph-Saprotroph-Symbiotroph
OTU17085	Saprotroph
OTU171	Saprotroph
OTU17148	Symbiotroph
OTU17169	Pathotroph-Saprotroph-Symbiotroph
OTU17191	Saprotroph
OTU17204	Pathotroph-Saprotroph-Symbiotroph
OTU17265	Saprotroph
OTU17276	Saprotroph-Symbiotroph
OTU1731	Pathotroph-Saprotroph-Symbiotroph
OTU17326	Pathotroph-Saprotroph-Symbiotroph
OTU17327	Pathotroph-Saprotroph-Symbiotroph
OTU1737	Saprotroph
OTU17373	Saprotroph-Symbiotroph
OTU17388	Saprotroph
OTU17435	Saprotroph
OTU1756	Symbiotroph
OTU1759	Saprotroph
OTU17594	Saprotroph-Symbiotroph
OTU17652	Pathotroph-Symbiotroph
OTU17656	Saprotroph
OTU17667	Saprotroph-Symbiotroph
OTU1767	Pathotroph-Saprotroph-Symbiotroph
OTU17695	Saprotroph-Symbiotroph
OTU1775	Saprotroph
OTU17752	Saprotroph
OTU1777	Pathotroph-Saprotroph-Symbiotroph
OTU1779	Saprotroph
OTU17809	Pathotroph-Saprotroph-Symbiotroph
OTU17841	Saprotroph
OTU17889	Symbiotroph
OTU17931	Saprotroph-Symbiotroph
OTU17942	Saprotroph-Symbiotroph
OTU1795	Saprotroph
OTU18043	Saprotroph-Symbiotroph
OTU18066	Saprotroph-Symbiotroph
OTU18086	Saprotroph
OTU18092	Pathotroph-Saprotroph-Symbiotroph
OTU1812	Pathotroph-Saprotroph-Symbiotroph
OTU18145	Saprotroph
OTU18180	Saprotroph-Symbiotroph
OTU182	Pathotroph-Saprotroph-Symbiotroph
OTU18218	Pathotroph-Saprotroph-Symbiotroph
OTU1822	Saprotroph
OTU18256	Saprotroph-Symbiotroph
OTU18267	Saprotroph
OTU18309	Saprotroph
OTU1834	Symbiotroph
OTU18372	Saprotroph-Symbiotroph
OTU1838	Saprotroph
OTU18488	Saprotroph
OTU18494	Saprotroph
OTU18496	Pathotroph-Saprotroph-Symbiotroph
OTU1851	Pathotroph-Saprotroph-Symbiotroph
OTU18511	Saprotroph-Symbiotroph
OTU1853	Saprotroph
OTU18540	Pathotroph-Saprotroph-Symbiotroph
OTU18598	Saprotroph-Symbiotroph
OTU18605	Saprotroph-Symbiotroph
OTU18651	Saprotroph
OTU18655	Saprotroph-Symbiotroph
OTU1867	Pathotroph-Saprotroph-Symbiotroph
OTU1868	Saprotroph
OTU18686	Pathotroph-Symbiotroph
OTU18699	Saprotroph
OTU18709	Pathotroph-Saprotroph-Symbiotroph
OTU18747	Saprotroph
OTU1875	Saprotroph
OTU18756	Saprotroph-Symbiotroph
OTU18759	Saprotroph-Symbiotroph
OTU18762	Saprotroph-Symbiotroph
OTU18767	Pathotroph-Saprotroph-Symbiotroph
OTU18786	Saprotroph
OTU18794	Symbiotroph
OTU188	Saprotroph-Symbiotroph
OTU1883	Pathotroph-Saprotroph-Symbiotroph
OTU18869	Saprotroph
OTU1890	Saprotroph
OTU1891	Saprotroph
OTU18920	Pathotroph-Saprotroph-Symbiotroph
OTU18925	Saprotroph-Symbiotroph
OTU1895	Saprotroph
OTU1896	Saprotroph-Symbiotroph
OTU18994	Pathotroph-Saprotroph-Symbiotroph
OTU18999	Saprotroph-Symbiotroph
OTU190	Saprotroph
OTU1900	Pathotroph-Saprotroph-Symbiotroph
OTU19026	Saprotroph
OTU19049	Saprotroph
OTU1905	Saprotroph
OTU1906	Saprotroph
OTU19107	Pathotroph-Saprotroph-Symbiotroph
OTU1913	Saprotroph-Symbiotroph
OTU1917	Saprotroph
OTU1919	Saprotroph
OTU19209	Saprotroph
OTU1926	Pathotroph-Saprotroph-Symbiotroph
OTU19307	Saprotroph
OTU19321	Symbiotroph
OTU1939	Pathotroph-Saprotroph-Symbiotroph
OTU19395	Pathotroph-Saprotroph-Symbiotroph
OTU19411	Saprotroph-Symbiotroph
OTU19414	Pathotroph-Symbiotroph
OTU19419	Saprotroph-Symbiotroph
OTU1942	Saprotroph
OTU19492	Saprotroph-Symbiotroph
OTU19493	Saprotroph-Symbiotroph
OTU195	Saprotroph
OTU1951	Saprotroph
OTU1954	Saprotroph
OTU19540	Saprotroph-Symbiotroph
OTU19635	Saprotroph
OTU1965	Saprotroph
OTU19693	Saprotroph-Symbiotroph
OTU19700	Saprotroph-Symbiotroph
OTU1972	Pathotroph-Saprotroph-Symbiotroph
OTU19722	Pathotroph-Saprotroph-Symbiotroph
OTU19730	Saprotroph-Symbiotroph
OTU1975	Saprotroph
OTU1979	Saprotroph
OTU19805	Pathotroph-Symbiotroph
OTU19906	Saprotroph-Symbiotroph
OTU19953	Saprotroph
OTU19982	Saprotroph-Symbiotroph
OTU2	Pathotroph-Saprotroph-Symbiotroph
OTU20012	Pathotroph-Saprotroph-Symbiotroph
OTU2008	Saprotroph-Symbiotroph
OTU2012	Pathotroph-Symbiotroph
OTU20121	Pathotroph-Saprotroph-Symbiotroph
OTU20152	Pathotroph-Saprotroph-Symbiotroph
OTU2016	Saprotroph
OTU2019	Saprotroph
OTU2025	Saprotroph
OTU20265	Saprotroph
OTU2027	Pathotroph-Saprotroph-Symbiotroph
OTU20298	Saprotroph
OTU20314	Saprotroph
OTU20329	Saprotroph
OTU20364	Saprotroph
OTU205	Saprotroph
OTU2050	Pathotroph-Saprotroph-Symbiotroph
OTU20503	Saprotroph
OTU2051	Saprotroph
OTU2057	Pathotroph-Saprotroph-Symbiotroph
OTU20615	Saprotroph
OTU2062	Pathotroph-Saprotroph-Symbiotroph
OTU20622	Saprotroph
OTU20650	Pathotroph-Saprotroph-Symbiotroph
OTU20721	Saprotroph
OTU20727	Saprotroph-Symbiotroph
OTU2075	Pathotroph-Saprotroph-Symbiotroph
OTU20788	Saprotroph-Symbiotroph
OTU208	Pathotroph-Saprotroph-Symbiotroph
OTU20842	Saprotroph-Symbiotroph
OTU2091	Saprotroph
OTU20954	Saprotroph-Symbiotroph
OTU20958	Saprotroph
OTU20984	Saprotroph
OTU2100	Pathotroph-Saprotroph-Symbiotroph
OTU21014	Saprotroph-Symbiotroph
OTU2102	Pathotroph-Saprotroph-Symbiotroph
OTU21042	Saprotroph
OTU21118	Saprotroph-Symbiotroph
OTU2113	Saprotroph
OTU2114	Saprotroph
OTU21149	Saprotroph-Symbiotroph
OTU21154	Saprotroph
OTU2127	Saprotroph
OTU21289	Saprotroph-Symbiotroph
OTU2133	Saprotroph
OTU21336	Saprotroph
OTU2134	Saprotroph
OTU21386	Saprotroph
OTU214	Saprotroph
OTU21492	Saprotroph
OTU21523	Saprotroph
OTU21556	Saprotroph-Symbiotroph
OTU2156	Pathotroph-Saprotroph-Symbiotroph
OTU2159	Pathotroph-Saprotroph-Symbiotroph
OTU21613	Saprotroph
OTU21641	Saprotroph-Symbiotroph
OTU21660	Pathotroph-Saprotroph-Symbiotroph
OTU21697	Pathotroph-Saprotroph-Symbiotroph
OTU2172	Pathotroph-Saprotroph-Symbiotroph
OTU21723	Saprotroph-Symbiotroph
OTU2173	Pathotroph-Saprotroph-Symbiotroph
OTU2186	Saprotroph
OTU2188	Symbiotroph
OTU219	Saprotroph-Symbiotroph
OTU2200	Pathotroph-Saprotroph-Symbiotroph
OTU2210	Saprotroph
OTU2215	Saprotroph
OTU2218	Pathotroph-Saprotroph-Symbiotroph
OTU2225	Saprotroph
OTU2228	Pathotroph-Saprotroph-Symbiotroph
OTU2234	Saprotroph
OTU2264	Saprotroph
OTU2274	Pathotroph-Saprotroph-Symbiotroph
OTU2286	Saprotroph-Symbiotroph
OTU2290	Saprotroph-Symbiotroph
OTU2293	Pathotroph-Saprotroph-Symbiotroph
OTU2294	Saprotroph-Symbiotroph
OTU2296	Saprotroph-Symbiotroph
OTU2310	Saprotroph
OTU2317	Saprotroph-Symbiotroph
OTU233	Saprotroph
OTU2330	Pathotroph-Saprotroph-Symbiotroph
OTU2339	Saprotroph
OTU235	Symbiotroph
OTU2371	Symbiotroph
OTU2378	Saprotroph-Symbiotroph
OTU238	Pathotroph-Saprotroph
OTU2383	Saprotroph
OTU2402	Pathotroph-Saprotroph-Symbiotroph
OTU2428	Pathotroph-Saprotroph-Symbiotroph
OTU2431	Saprotroph
OTU2433	Saprotroph
OTU2443	Saprotroph
OTU2447	Pathotroph-Saprotroph-Symbiotroph
OTU2453	Pathotroph-Saprotroph-Symbiotroph
OTU246	Saprotroph
OTU2460	Pathotroph-Saprotroph-Symbiotroph
OTU2471	Pathotroph-Saprotroph
OTU248	Pathotroph-Saprotroph-Symbiotroph
OTU2487	Symbiotroph
OTU2491	Saprotroph-Symbiotroph
OTU2501	Pathotroph-Saprotroph-Symbiotroph
OTU2503	Pathotroph-Saprotroph-Symbiotroph
OTU2508	Pathotroph-Saprotroph-Symbiotroph
OTU2529	Saprotroph
OTU2541	Saprotroph
OTU2546	Saprotroph
OTU2555	Symbiotroph
OTU2556	Pathotroph-Saprotroph-Symbiotroph
OTU256	Pathotroph-Saprotroph-Symbiotroph
OTU2562	Pathotroph-Saprotroph-Symbiotroph
OTU2563	Saprotroph
OTU2586	Saprotroph
OTU2588	Saprotroph
OTU259	Pathotroph-Saprotroph-Symbiotroph
OTU2599	Pathotroph-Saprotroph-Symbiotroph
OTU2604	Pathotroph-Saprotroph-Symbiotroph
OTU261	Saprotroph
OTU2616	Pathotroph-Saprotroph-Symbiotroph
OTU2622	Pathotroph-Symbiotroph
OTU265	Symbiotroph
OTU2661	Pathotroph-Saprotroph-Symbiotroph
OTU2678	Pathotroph-Saprotroph-Symbiotroph
OTU2679	Saprotroph
OTU2689	Saprotroph
OTU2695	Pathotroph-Symbiotroph
OTU2704	Pathotroph-Saprotroph-Symbiotroph
OTU2706	Saprotroph
OTU2716	Saprotroph
OTU2718	Saprotroph
OTU2722	Pathotroph-Saprotroph-Symbiotroph
OTU2733	Saprotroph
OTU2737	Saprotroph
OTU2755	Pathotroph-Symbiotroph
OTU276	Pathotroph-Saprotroph-Symbiotroph
OTU2779	Saprotroph
OTU2794	Pathotroph-Saprotroph-Symbiotroph
OTU2799	Saprotroph
OTU2813	Saprotroph
OTU2833	Pathotroph-Symbiotroph
OTU2847	Pathotroph-Saprotroph-Symbiotroph
OTU2862	Saprotroph
OTU2863	Pathotroph-Saprotroph-Symbiotroph
OTU2870	Saprotroph
OTU2886	Pathotroph-Saprotroph-Symbiotroph
OTU2896	Saprotroph
OTU2909	Saprotroph
OTU2927	Saprotroph
OTU2938	Pathotroph-Saprotroph-Symbiotroph
OTU2957	Saprotroph
OTU2959	Pathotroph-Saprotroph-Symbiotroph
OTU2960	Pathotroph-Saprotroph-Symbiotroph
OTU2977	Pathotroph-Saprotroph-Symbiotroph
OTU2994	Pathotroph-Saprotroph-Symbiotroph
OTU3	Saprotroph-Symbiotroph
OTU3000	Saprotroph
OTU3013	Saprotroph
OTU3032	Saprotroph-Symbiotroph
OTU3040	Saprotroph-Symbiotroph
OTU3050	Pathotroph-Symbiotroph
OTU3067	Saprotroph-Symbiotroph
OTU3068	Pathotroph-Saprotroph-Symbiotroph
OTU3071	Pathotroph-Saprotroph-Symbiotroph
OTU3074	Pathotroph-Saprotroph-Symbiotroph
OTU3075	Saprotroph
OTU3085	Pathotroph-Saprotroph
OTU309	Saprotroph-Symbiotroph
OTU310	Saprotroph
OTU3105	Saprotroph-Symbiotroph
OTU3111	Saprotroph
OTU312	Pathotroph-Saprotroph-Symbiotroph
OTU3126	Pathotroph-Saprotroph-Symbiotroph
OTU313	Symbiotroph
OTU3139	Saprotroph
OTU3157	Pathotroph-Saprotroph-Symbiotroph
OTU3159	Saprotroph
OTU316	Saprotroph-Symbiotroph
OTU3160	Symbiotroph
OTU3171	Saprotroph
OTU3173	Pathotroph-Symbiotroph
OTU3180	Symbiotroph
OTU3185	Saprotroph-Symbiotroph
OTU3187	Saprotroph
OTU3191	Pathotroph-Saprotroph-Symbiotroph
OTU3229	Symbiotroph
OTU3239	Pathotroph-Saprotroph-Symbiotroph
OTU3242	Saprotroph
OTU3245	Pathotroph-Saprotroph-Symbiotroph
OTU3253	Saprotroph
OTU3258	Saprotroph
OTU3273	Pathotroph-Saprotroph-Symbiotroph
OTU3285	Pathotroph-Symbiotroph
OTU3314	Pathotroph-Saprotroph-Symbiotroph
OTU3317	Pathotroph-Saprotroph-Symbiotroph
OTU332	Saprotroph
OTU3323	Pathotroph-Saprotroph-Symbiotroph
OTU3328	Pathotroph-Saprotroph-Symbiotroph
OTU3342	Pathotroph-Saprotroph-Symbiotroph
OTU3349	Saprotroph
OTU3351	Saprotroph-Symbiotroph
OTU3352	Pathotroph-Symbiotroph
OTU3357	Saprotroph
OTU3381	Pathotroph-Saprotroph-Symbiotroph
OTU3401	Pathotroph-Saprotroph-Symbiotroph
OTU3403	Symbiotroph
OTU3433	Pathotroph-Saprotroph-Symbiotroph
OTU3442	Saprotroph
OTU3448	Saprotroph
OTU345	Saprotroph-Symbiotroph
OTU3452	Saprotroph
OTU3456	Symbiotroph
OTU3464	Pathotroph-Saprotroph-Symbiotroph
OTU347	Pathotroph-Saprotroph-Symbiotroph
OTU348	Saprotroph-Symbiotroph
OTU3497	Saprotroph
OTU3517	Pathotroph-Saprotroph-Symbiotroph
OTU353	Saprotroph
OTU3537	Saprotroph
OTU3540	Saprotroph
OTU3547	Saprotroph
OTU355	Saprotroph
OTU3567	Pathotroph-Saprotroph-Symbiotroph
OTU3582	Saprotroph
OTU3585	Symbiotroph
OTU3595	Saprotroph
OTU3615	Saprotroph-Symbiotroph
OTU3617	Pathotroph-Saprotroph-Symbiotroph
OTU3618	Saprotroph
OTU3639	Pathotroph-Saprotroph-Symbiotroph
OTU3650	Saprotroph
OTU3685	Saprotroph
OTU3708	Pathotroph-Saprotroph-Symbiotroph
OTU3729	Saprotroph
OTU3738	Pathotroph-Saprotroph-Symbiotroph
OTU3744	Pathotroph-Saprotroph-Symbiotroph
OTU3753	Pathotroph-Saprotroph-Symbiotroph
OTU376	Saprotroph-Symbiotroph
OTU3766	Pathotroph-Saprotroph-Symbiotroph
OTU377	Pathotroph-Saprotroph-Symbiotroph
OTU3775	Saprotroph
OTU3789	Symbiotroph
OTU3850	Pathotroph-Saprotroph-Symbiotroph
OTU3866	Saprotroph
OTU388	Saprotroph
OTU3882	Saprotroph
OTU3888	Symbiotroph
OTU3889	Pathotroph-Saprotroph-Symbiotroph
OTU3899	Pathotroph-Saprotroph-Symbiotroph
OTU3904	Saprotroph-Symbiotroph
OTU391	Symbiotroph
OTU3918	Symbiotroph
OTU392	Saprotroph
OTU3938	Pathotroph-Symbiotroph
OTU3942	Saprotroph
OTU3946	Saprotroph
OTU3963	Pathotroph-Saprotroph-Symbiotroph
OTU3969	Pathotroph-Saprotroph-Symbiotroph
OTU3977	Pathotroph-Saprotroph-Symbiotroph
OTU3983	Symbiotroph
OTU3987	Saprotroph
OTU399	Saprotroph
OTU4	Saprotroph
OTU4012	Pathotroph-Saprotroph-Symbiotroph
OTU4045	Saprotroph
OTU4058	Saprotroph
OTU4068	Pathotroph-Saprotroph-Symbiotroph
OTU4088	Saprotroph
OTU410	Pathotroph-Symbiotroph
OTU4101	Saprotroph
OTU4105	Saprotroph
OTU4117	Saprotroph-Symbiotroph
OTU4133	Saprotroph
OTU4144	Saprotroph
OTU4148	Saprotroph-Symbiotroph
OTU4152	Saprotroph
OTU4194	Saprotroph
OTU4206	Pathotroph-Saprotroph-Symbiotroph
OTU4207	Saprotroph
OTU4216	Saprotroph-Symbiotroph
OTU4229	Pathotroph-Saprotroph-Symbiotroph
OTU4246	Saprotroph
OTU4247	Pathotroph-Saprotroph-Symbiotroph
OTU4249	Pathotroph-Saprotroph-Symbiotroph
OTU4255	Pathotroph-Saprotroph-Symbiotroph
OTU4256	Saprotroph
OTU4281	Saprotroph-Symbiotroph
OTU4304	Saprotroph
OTU4312	Pathotroph-Saprotroph-Symbiotroph
OTU4338	Pathotroph-Saprotroph-Symbiotroph
OTU4358	Saprotroph
OTU4368	Saprotroph
OTU438	Pathotroph-Saprotroph-Symbiotroph
OTU4382	Saprotroph
OTU439	Pathotroph-Saprotroph-Symbiotroph
OTU4394	Pathotroph-Saprotroph-Symbiotroph
OTU4406	Saprotroph
OTU441	Saprotroph
OTU4416	Symbiotroph
OTU4417	Pathotroph-Saprotroph-Symbiotroph
OTU4430	Pathotroph-Saprotroph-Symbiotroph
OTU4461	Pathotroph-Saprotroph-Symbiotroph
OTU4481	Saprotroph
OTU4487	Saprotroph
OTU4488	Pathotroph-Saprotroph-Symbiotroph
OTU449	Pathotroph-Saprotroph-Symbiotroph
OTU4511	Saprotroph
OTU4517	Saprotroph
OTU4524	Pathotroph-Saprotroph-Symbiotroph
OTU4538	Symbiotroph
OTU4583	Saprotroph
OTU460	Saprotroph-Symbiotroph
OTU4609	Pathotroph-Saprotroph
OTU461	Saprotroph-Symbiotroph
OTU4611	Pathotroph-Saprotroph-Symbiotroph
OTU4626	Pathotroph-Saprotroph-Symbiotroph
OTU4634	Saprotroph
OTU4656	Saprotroph
OTU4657	Pathotroph-Saprotroph-Symbiotroph
OTU4658	Pathotroph-Saprotroph-Symbiotroph
OTU4668	Pathotroph-Saprotroph-Symbiotroph
OTU4675	Pathotroph-Saprotroph-Symbiotroph
OTU468	Saprotroph
OTU4687	Saprotroph
OTU4689	Saprotroph
OTU4698	Saprotroph
OTU4728	Saprotroph
OTU4733	Saprotroph
OTU4760	Saprotroph-Symbiotroph
OTU4761	Saprotroph
OTU477	Pathotroph-Saprotroph-Symbiotroph
OTU4784	Saprotroph-Symbiotroph
OTU4798	Saprotroph
OTU4817	Pathotroph-Saprotroph-Symbiotroph
OTU4826	Pathotroph-Saprotroph-Symbiotroph
OTU4837	Pathotroph-Saprotroph-Symbiotroph
OTU4847	Pathotroph-Saprotroph-Symbiotroph
OTU4853	Saprotroph
OTU4858	Saprotroph
OTU488	Saprotroph-Symbiotroph
OTU4880	Saprotroph
OTU4891	Pathotroph-Saprotroph-Symbiotroph
OTU4934	Saprotroph-Symbiotroph
OTU4957	Pathotroph-Saprotroph-Symbiotroph
OTU497	Saprotroph-Symbiotroph
OTU4971	Pathotroph
OTU4974	Saprotroph
OTU4988	Saprotroph
OTU499	Symbiotroph
OTU5	Saprotroph-Symbiotroph
OTU5049	Pathotroph-Saprotroph-Symbiotroph
OTU5075	Saprotroph
OTU5098	Saprotroph-Symbiotroph
