OTUID	TrophicMode
OTU18909	Pathotroph-Saprotroph
OTU1892	Saprotroph
OTU18974	Saprotroph
OTU18980	Pathotroph-Saprotroph
OTU19	Saprotroph
OTU1902	Saprotroph
OTU19023	Saprotroph
OTU1903	Saprotroph
OTU1904	Saprotroph
OTU19055	Saprotroph
OTU1909	Saprotroph
OTU19115	Pathotroph-Saprotroph
OTU19119	Saprotroph
OTU1915	Pathotroph
OTU1920	Pathotroph-Saprotroph
OTU1921	Saprotroph
OTU1922	Saprotroph
OTU19236	Pathotroph-Saprotroph
OTU19243	Pathotroph-Saprotroph-Symbiotroph
OTU19251	Saprotroph
OTU19275	Pathotroph-Symbiotroph
OTU1928	Pathotroph
OTU193	Saprotroph
OTU1931	Pathotroph
OTU1933	Saprotroph-Symbiotroph
OTU1934	Saprotroph
OTU19353	Pathotroph
OTU1937	Pathotroph-Saprotroph
OTU1938	Saprotroph
OTU19394	Pathotroph-Saprotroph
OTU1940	Pathotroph-Saprotroph
OTU19424	Pathotroph-Saprotroph
OTU1943	Symbiotroph
OTU1946	Saprotroph-Symbiotroph
OTU19528	Pathotroph-Saprotroph
OTU19532	Pathotroph-Symbiotroph
OTU19545	Saprotroph
OTU1959	Pathotroph
OTU19604	Saprotroph
OTU1962	Saprotroph
OTU1964	Saprotroph
OTU19661	Pathotroph-Saprotroph
OTU19669	Saprotroph
OTU1967	Saprotroph
OTU1968	Symbiotroph
OTU1970	Saprotroph-Symbiotroph
OTU19701	Saprotroph
OTU19716	Pathotroph-Saprotroph
OTU19724	Pathotroph-Saprotroph-Symbiotroph
OTU19731	Saprotroph-Symbiotroph
OTU19734	Saprotroph
OTU19807	Pathotroph-Saprotroph-Symbiotroph
OTU19833	Saprotroph
OTU19847	Saprotroph
OTU1986	Saprotroph
OTU1991	Saprotroph-Symbiotroph
OTU19919	Symbiotroph
OTU19942	Saprotroph
OTU19949	Pathotroph-Symbiotroph
OTU19987	Pathotroph-Saprotroph
OTU20	Saprotroph
OTU200	Pathotroph
OTU20002	Saprotroph
OTU20027	Saprotroph
OTU2005	Saprotroph
OTU20055	Pathotroph-Saprotroph
OTU20059	Saprotroph
OTU20075	Saprotroph
OTU20081	Pathotroph-Saprotroph
OTU20087	Pathotroph-Saprotroph-Symbiotroph
OTU2009	Saprotroph
OTU20120	Saprotroph
OTU2013	Symbiotroph
OTU20145	Saprotroph
OTU20157	Symbiotroph
OTU20162	Saprotroph
OTU20191	Pathotroph-Symbiotroph
OTU2026	Saprotroph
OTU20261	Pathotroph
OTU20286	Saprotroph
OTU20290	Saprotroph-Symbiotroph
OTU2034	Pathotroph-Saprotroph
OTU2036	Saprotroph
OTU2037	Saprotroph
OTU2038	Saprotroph
OTU2039	Pathotroph-Symbiotroph
OTU20395	Pathotroph-Symbiotroph
OTU2040	Saprotroph
OTU2042	Saprotroph
OTU20430	Saprotroph
OTU20438	Pathotroph-Saprotroph
OTU2044	Pathotroph-Saprotroph-Symbiotroph
OTU20462	Saprotroph-Symbiotroph
OTU2049	Saprotroph
OTU20546	Saprotroph
OTU2055	Saprotroph
OTU20561	Pathotroph-Saprotroph
OTU20576	Pathotroph-Saprotroph
OTU20593	Pathotroph-Saprotroph
OTU206	Pathotroph-Saprotroph-Symbiotroph
OTU20605	Pathotroph-Saprotroph
OTU20609	Saprotroph
OTU2061	Saprotroph
OTU2067	Saprotroph
OTU2069	Saprotroph
OTU2072	Saprotroph
OTU2073	Saprotroph
OTU20754	Saprotroph-Symbiotroph
OTU2076	Pathotroph-Saprotroph
OTU20769	Saprotroph
OTU20776	Saprotroph
OTU20778	Saprotroph-Symbiotroph
OTU2078	Saprotroph
OTU2082	Pathotroph-Saprotroph-Symbiotroph
OTU2084	Saprotroph
OTU20853	Saprotroph
OTU20869	Pathotroph-Symbiotroph
OTU2088	Pathotroph-Saprotroph
OTU2089	Pathotroph-Saprotroph
OTU20895	Saprotroph
OTU20942	Pathotroph-Saprotroph
OTU2095	Pathotroph
OTU21012	Saprotroph
OTU21049	Saprotroph
OTU2105	Saprotroph
OTU21094	Pathotroph-Saprotroph
OTU21119	Saprotroph
OTU21127	Pathotroph-Saprotroph
OTU21131	Pathotroph-Saprotroph
OTU2115	Saprotroph
OTU2116	Saprotroph
OTU2118	Saprotroph
OTU2119	Pathotroph-Symbiotroph
OTU212	Pathotroph-Saprotroph
OTU2125	Saprotroph
OTU21257	Saprotroph
OTU2129	Pathotroph
OTU2132	Saprotroph
OTU2135	Saprotroph
OTU2139	Symbiotroph
OTU21401	Saprotroph
OTU2142	Saprotroph
OTU2146	Pathotroph-Saprotroph-Symbiotroph
OTU21466	Pathotroph-Symbiotroph
OTU21473	Saprotroph
OTU2149	Pathotroph-Saprotroph-Symbiotroph
OTU215	Saprotroph
OTU2150	Pathotroph
OTU21502	Saprotroph
OTU2151	Saprotroph-Symbiotroph
OTU21511	Saprotroph
OTU21524	Saprotroph
OTU2153	Pathotroph-Saprotroph
OTU21551	Pathotroph-Symbiotroph
OTU2161	Pathotroph
OTU21663	Pathotroph-Saprotroph
OTU2169	Saprotroph-Symbiotroph
OTU21693	Saprotroph
OTU217	Pathotroph
OTU2170	Saprotroph
OTU21733	Pathotroph-Saprotroph-Symbiotroph
OTU2182	Saprotroph
OTU2184	Pathotroph-Saprotroph
OTU2193	Pathotroph-Symbiotroph
OTU2197	Pathotroph
OTU2212	Saprotroph
OTU2219	Saprotroph-Symbiotroph
OTU2221	Saprotroph
OTU2223	Saprotroph
OTU2226	Saprotroph
OTU2227	Saprotroph
OTU2231	Saprotroph-Symbiotroph
OTU224	Saprotroph
OTU2247	Saprotroph
OTU2249	Pathotroph-Symbiotroph
OTU225	Symbiotroph
OTU2252	Pathotroph
OTU2254	Saprotroph
OTU2257	Saprotroph
OTU2258	Saprotroph
OTU226	Saprotroph
OTU2265	Saprotroph
OTU2267	Saprotroph
OTU2276	Saprotroph
OTU228	Saprotroph
OTU2280	Pathotroph-Symbiotroph
OTU2281	Saprotroph
OTU2287	Saprotroph
OTU2295	Pathotroph-Saprotroph
OTU2297	Pathotroph-Saprotroph
OTU23	Symbiotroph
OTU2300	Saprotroph
OTU2302	Pathotroph
OTU2306	Pathotroph-Saprotroph
OTU2319	Saprotroph
OTU232	Saprotroph
OTU2320	Pathotroph-Saprotroph-Symbiotroph
OTU2322	Saprotroph
OTU2333	Pathotroph-Saprotroph
OTU2337	Pathotroph-Saprotroph-Symbiotroph
OTU2343	Saprotroph-Symbiotroph
OTU2345	Saprotroph
OTU2347	Saprotroph
OTU2356	Saprotroph
OTU2358	Saprotroph
OTU2368	Pathotroph-Saprotroph
OTU2369	Saprotroph
OTU2374	Pathotroph-Saprotroph
OTU2375	Pathotroph-Symbiotroph
OTU2380	Pathotroph
OTU2382	Saprotroph
OTU2384	Saprotroph
OTU2393	Saprotroph-Symbiotroph
OTU2395	Pathotroph-Saprotroph-Symbiotroph
OTU2397	Pathotroph-Saprotroph
OTU2399	Saprotroph
OTU24	Saprotroph
OTU2401	Pathotroph
OTU2403	Pathotroph
OTU2408	Saprotroph
OTU2414	Saprotroph
OTU2415	Symbiotroph
OTU2422	Saprotroph
OTU2429	Pathotroph-Saprotroph
OTU2436	Symbiotroph
OTU2437	Saprotroph
OTU2444	Saprotroph
OTU2448	Saprotroph
OTU245	Pathotroph-Saprotroph
OTU2451	Saprotroph
OTU2452	Saprotroph
OTU2454	Saprotroph
OTU2455	Saprotroph
OTU2461	Pathotroph
OTU247	Pathotroph-Saprotroph
OTU2470	Saprotroph
OTU2477	Saprotroph
OTU2479	Pathotroph-Saprotroph-Symbiotroph
OTU2486	Pathotroph
OTU249	Pathotroph
OTU2493	Saprotroph
OTU2496	Saprotroph
OTU250	Saprotroph
OTU2506	Saprotroph-Symbiotroph
OTU2507	Saprotroph
OTU2512	Saprotroph
OTU2525	Pathotroph-Saprotroph-Symbiotroph
OTU2531	Saprotroph-Symbiotroph
OTU2533	Saprotroph
OTU2539	Pathotroph-Saprotroph
OTU2545	Saprotroph
OTU2554	Pathotroph-Saprotroph
OTU2565	Saprotroph
OTU257	Saprotroph
OTU2577	Saprotroph
OTU2578	Saprotroph
OTU2579	Pathotroph-Saprotroph-Symbiotroph
OTU2587	Saprotroph
OTU2593	Saprotroph
OTU2595	Saprotroph
OTU260	Pathotroph
OTU2605	Pathotroph-Saprotroph
OTU2610	Saprotroph
OTU2612	Pathotroph-Saprotroph
OTU262	Saprotroph
OTU2620	Pathotroph-Saprotroph-Symbiotroph
OTU2627	Saprotroph
OTU2629	Saprotroph
OTU2637	Saprotroph
OTU2638	Pathotroph-Saprotroph
OTU2644	Saprotroph
OTU2656	Saprotroph
OTU2658	Saprotroph
OTU2667	Saprotroph-Symbiotroph
OTU2669	Saprotroph
OTU2675	Saprotroph-Symbiotroph
OTU2676	Pathotroph
OTU2677	Saprotroph
OTU2691	Saprotroph
OTU2692	Saprotroph
OTU2694	Saprotroph
OTU2696	Saprotroph
OTU2697	Pathotroph-Saprotroph
OTU2708	Saprotroph
OTU2712	Symbiotroph
OTU2713	Saprotroph
OTU2715	Saprotroph
OTU2725	Pathotroph
OTU2730	Saprotroph
OTU2732	Pathotroph
OTU2734	Pathotroph-Saprotroph
OTU2759	Saprotroph
OTU2765	Saprotroph
OTU2767	Pathotroph
OTU2776	Saprotroph
OTU278	Saprotroph
OTU2780	Saprotroph
OTU2797	Pathotroph-Saprotroph
OTU2798	Saprotroph-Symbiotroph
OTU281	Saprotroph-Symbiotroph
OTU2820	Saprotroph
OTU2826	Saprotroph
OTU2830	Saprotroph
OTU2832	Pathotroph-Saprotroph
OTU2834	Saprotroph
OTU2839	Saprotroph
OTU284	Saprotroph
OTU2848	Saprotroph-Symbiotroph
OTU285	Saprotroph
OTU2855	Pathotroph-Saprotroph
OTU2859	Saprotroph
OTU2861	Pathotroph-Symbiotroph
OTU2867	Saprotroph
OTU287	Pathotroph-Symbiotroph
OTU2877	Saprotroph
OTU2884	Pathotroph-Saprotroph
OTU289	Pathotroph
OTU2891	Pathotroph
OTU290	Saprotroph
OTU2900	Saprotroph
OTU2907	Pathotroph-Symbiotroph
OTU291	Saprotroph-Symbiotroph
OTU2923	Saprotroph
OTU293	Saprotroph
OTU2931	Saprotroph
OTU2933	Saprotroph
OTU2934	Pathotroph-Saprotroph
OTU2941	Saprotroph
OTU2950	Pathotroph-Saprotroph-Symbiotroph
OTU2954	Pathotroph-Saprotroph
OTU2955	Saprotroph
OTU2970	Saprotroph
OTU2975	Pathotroph-Saprotroph
OTU2976	Pathotroph-Saprotroph
OTU2979	Saprotroph
OTU2981	Saprotroph
OTU2987	Saprotroph
OTU299	Pathotroph
OTU2997	Saprotroph
OTU3001	Saprotroph
OTU3003	Pathotroph-Symbiotroph
OTU3004	Pathotroph-Saprotroph
OTU3005	Pathotroph-Symbiotroph
OTU3012	Pathotroph-Symbiotroph
OTU3014	Saprotroph
OTU3016	Saprotroph
OTU3017	Saprotroph
OTU3021	Pathotroph-Saprotroph
OTU3023	Pathotroph
OTU303	Saprotroph
OTU3036	Saprotroph
OTU3039	Saprotroph
OTU3044	Pathotroph-Saprotroph
OTU3047	Saprotroph
OTU3049	Pathotroph-Saprotroph-Symbiotroph
OTU305	Saprotroph
OTU3052	Saprotroph
OTU3065	Pathotroph
OTU3073	Pathotroph
OTU308	Saprotroph-Symbiotroph
OTU3096	Saprotroph-Symbiotroph
OTU3098	Saprotroph
OTU3101	Pathotroph
OTU3108	Pathotroph-Saprotroph
OTU3125	Saprotroph
OTU3131	Saprotroph-Symbiotroph
OTU314	Pathotroph
OTU3141	Pathotroph
OTU3145	Pathotroph-Symbiotroph
OTU3150	Pathotroph-Saprotroph
OTU3162	Pathotroph-Saprotroph
OTU3163	Saprotroph
OTU3165	Saprotroph
OTU3166	Saprotroph
OTU3168	Pathotroph-Saprotroph-Symbiotroph
OTU3174	Saprotroph
OTU3179	Saprotroph
OTU321	Saprotroph
OTU3212	Saprotroph-Symbiotroph
OTU3219	Saprotroph
OTU322	Saprotroph
OTU3221	Saprotroph
OTU3222	Saprotroph
OTU3227	Saprotroph
OTU323	Saprotroph
OTU3236	Pathotroph
OTU3246	Saprotroph
OTU3247	Pathotroph-Saprotroph
OTU325	Saprotroph
OTU3254	Saprotroph
OTU3263	Pathotroph-Saprotroph
OTU3265	Pathotroph-Saprotroph-Symbiotroph
OTU3267	Pathotroph-Saprotroph-Symbiotroph
OTU3268	Saprotroph
OTU327	Saprotroph
OTU3274	Saprotroph
OTU3275	Symbiotroph
OTU3276	Saprotroph
OTU328	Pathotroph-Symbiotroph
OTU3286	Saprotroph
OTU3287	Symbiotroph
OTU329	Saprotroph
OTU3294	Saprotroph-Symbiotroph
OTU3295	Saprotroph
OTU3296	Saprotroph
OTU330	Pathotroph-Saprotroph
OTU3302	Saprotroph
OTU331	Saprotroph
OTU3318	Saprotroph
OTU3320	Pathotroph
OTU3325	Pathotroph-Saprotroph
OTU3327	Saprotroph
OTU333	Saprotroph
OTU3337	Saprotroph
OTU3339	Saprotroph
OTU335	Saprotroph
OTU3350	Saprotroph
OTU3355	Saprotroph
OTU3360	Saprotroph
OTU3366	Pathotroph-Symbiotroph
OTU3367	Saprotroph
OTU3369	Saprotroph
OTU3372	Saprotroph
OTU3374	Saprotroph
OTU3376	Pathotroph-Saprotroph
OTU3385	Saprotroph
OTU3391	Saprotroph
OTU3396	Pathotroph
OTU3398	Saprotroph
OTU34	Saprotroph
OTU3402	Pathotroph-Saprotroph
OTU3406	Saprotroph-Symbiotroph
OTU341	Symbiotroph
OTU3412	Pathotroph-Saprotroph
OTU3427	Saprotroph
OTU343	Saprotroph
OTU3431	Saprotroph
OTU3441	Saprotroph
OTU3445	Pathotroph
OTU3453	Pathotroph-Symbiotroph
OTU3478	Saprotroph
OTU3483	Pathotroph-Saprotroph
OTU3484	Pathotroph-Saprotroph-Symbiotroph
OTU3488	Pathotroph
OTU3496	Pathotroph-Saprotroph
OTU350	Saprotroph
OTU3500	Pathotroph
OTU3508	Saprotroph
OTU3511	Pathotroph-Saprotroph
OTU3514	Saprotroph
OTU3527	Saprotroph
OTU3528	Saprotroph
OTU3532	Saprotroph
OTU3543	Saprotroph
OTU3544	Saprotroph
OTU3553	Saprotroph-Symbiotroph
OTU3554	Saprotroph
OTU3562	Saprotroph
OTU3563	Pathotroph
OTU3565	Saprotroph
OTU3588	Saprotroph
OTU3589	Saprotroph
OTU3591	Saprotroph
OTU3592	Saprotroph
OTU3597	Symbiotroph
OTU3598	Pathotroph
OTU36	Saprotroph
OTU3604	Pathotroph-Saprotroph
OTU3605	Saprotroph
OTU3608	Saprotroph
OTU3620	Saprotroph-Symbiotroph
OTU3630	Saprotroph
OTU3631	Saprotroph
OTU3634	Saprotroph
OTU364	Saprotroph
OTU3641	Pathotroph
OTU3643	Saprotroph
OTU3653	Pathotroph-Saprotroph
OTU366	Saprotroph
OTU3663	Pathotroph-Saprotroph
OTU3671	Pathotroph-Saprotroph-Symbiotroph
OTU369	Pathotroph-Symbiotroph
OTU3691	Saprotroph
OTU371	Pathotroph-Saprotroph-Symbiotroph
OTU3714	Saprotroph
OTU3721	Saprotroph
OTU3724	Pathotroph-Symbiotroph
OTU3727	Saprotroph
OTU373	Saprotroph
OTU374	Saprotroph
OTU3740	Saprotroph
OTU3745	Pathotroph
OTU3752	Saprotroph
OTU3757	Saprotroph
OTU3761	Saprotroph
OTU3764	Saprotroph
OTU3771	Saprotroph
OTU3788	Saprotroph-Symbiotroph
OTU3790	Pathotroph
OTU3794	Saprotroph
OTU380	Pathotroph
OTU3805	Saprotroph
OTU3806	Pathotroph-Saprotroph
OTU3808	Saprotroph
OTU3814	Pathotroph-Saprotroph
OTU382	Saprotroph
OTU3821	Saprotroph
OTU3822	Saprotroph
OTU3830	Saprotroph
OTU3849	Pathotroph-Saprotroph
OTU3854	Saprotroph
OTU3860	Saprotroph
OTU3864	Saprotroph
OTU387	Saprotroph-Symbiotroph
OTU3870	Saprotroph
OTU3871	Saprotroph
OTU3880	Pathotroph-Saprotroph-Symbiotroph
OTU3881	Saprotroph-Symbiotroph
OTU3891	Saprotroph
OTU3895	Pathotroph
OTU3896	Saprotroph
OTU3900	Pathotroph
OTU3905	Symbiotroph
OTU3907	Pathotroph
OTU3908	Pathotroph
OTU3922	Saprotroph
OTU3936	Saprotroph
OTU394	Pathotroph
OTU3945	Pathotroph
OTU3948	Pathotroph-Symbiotroph
OTU3951	Saprotroph
OTU3961	Saprotroph
OTU3978	Symbiotroph
OTU3980	Saprotroph
OTU3984	Pathotroph
OTU40	Pathotroph-Saprotroph
OTU400	Saprotroph
OTU4000	Pathotroph
OTU4001	Symbiotroph
OTU4002	Saprotroph-Symbiotroph
OTU4005	Pathotroph
OTU4013	Saprotroph
OTU4019	Pathotroph
OTU4025	Saprotroph
OTU4029	Saprotroph
OTU4044	Pathotroph-Symbiotroph
OTU4050	Saprotroph
OTU4056	Saprotroph
OTU4057	Saprotroph
OTU4067	Saprotroph
OTU4070	Saprotroph
OTU4073	Pathotroph
OTU4094	Saprotroph
OTU4095	Saprotroph
OTU4097	Saprotroph
OTU4098	Pathotroph
OTU4121	Saprotroph
OTU4128	Pathotroph-Saprotroph
OTU4137	Pathotroph
OTU414	Pathotroph
OTU4140	Pathotroph-Saprotroph
OTU4142	Pathotroph-Saprotroph
OTU4146	Saprotroph
OTU4149	Saprotroph-Symbiotroph
OTU415	Saprotroph
OTU4153	Pathotroph-Saprotroph-Symbiotroph
OTU4157	Saprotroph
OTU417	Saprotroph
OTU4170	Pathotroph-Saprotroph
OTU4171	Pathotroph-Saprotroph-Symbiotroph
OTU4178	Pathotroph
OTU4183	Saprotroph
OTU4188	Saprotroph-Symbiotroph
OTU4196	Pathotroph-Saprotroph
OTU42	Saprotroph
OTU420	Pathotroph-Saprotroph
OTU4202	Pathotroph-Symbiotroph
OTU4205	Saprotroph
OTU4217	Saprotroph
OTU4225	Pathotroph-Saprotroph
OTU4232	Pathotroph-Saprotroph
OTU4239	Pathotroph
OTU424	Saprotroph
OTU4257	Pathotroph-Saprotroph
OTU4263	Pathotroph-Saprotroph
OTU4264	Pathotroph
OTU4271	Pathotroph-Saprotroph
OTU4273	Saprotroph
OTU429	Pathotroph-Symbiotroph
OTU4294	Pathotroph-Saprotroph
OTU4296	Pathotroph
OTU4299	Pathotroph-Saprotroph
OTU4309	Saprotroph
OTU431	Saprotroph
OTU4310	Pathotroph
OTU4321	Pathotroph
OTU4322	Pathotroph-Saprotroph
OTU4326	Saprotroph
OTU4337	Pathotroph-Saprotroph
OTU434	Saprotroph
OTU4343	Pathotroph
OTU435	Saprotroph
OTU4351	Pathotroph
OTU4357	Pathotroph-Saprotroph
OTU4361	Pathotroph-Symbiotroph
OTU4370	Saprotroph
OTU4385	Pathotroph
OTU4410	Saprotroph
OTU4423	Saprotroph
OTU4424	Saprotroph
OTU443	Pathotroph-Symbiotroph
OTU4439	Saprotroph
OTU4440	Saprotroph
OTU4447	Pathotroph-Symbiotroph
OTU4451	Pathotroph-Saprotroph
OTU4454	Saprotroph
OTU4477	Pathotroph
OTU4479	Pathotroph
OTU448	Saprotroph
OTU4485	Pathotroph-Symbiotroph
OTU4493	Pathotroph-Saprotroph-Symbiotroph
OTU4495	Saprotroph
OTU4496	Pathotroph
OTU4507	Saprotroph
OTU4522	Pathotroph
OTU4531	Saprotroph
OTU454	Symbiotroph
OTU4540	Pathotroph-Symbiotroph
OTU4543	Pathotroph-Saprotroph
OTU4545	Saprotroph
OTU4548	Pathotroph-Saprotroph
OTU4551	Pathotroph
OTU457	Symbiotroph
OTU4573	Saprotroph
OTU4575	Pathotroph-Saprotroph
OTU459	Saprotroph
OTU4615	Saprotroph
OTU4623	Pathotroph-Saprotroph
OTU4629	Pathotroph-Saprotroph
OTU463	Saprotroph
OTU4635	Saprotroph
OTU4639	Saprotroph
OTU4643	Saprotroph
OTU4644	Pathotroph-Saprotroph
OTU4646	Saprotroph
OTU4648	Pathotroph-Saprotroph-Symbiotroph
OTU4654	Pathotroph
OTU4662	Saprotroph-Symbiotroph
OTU4665	Pathotroph
OTU467	Saprotroph
OTU4676	Saprotroph
OTU469	Pathotroph-Saprotroph-Symbiotroph
OTU4694	Pathotroph-Saprotroph
OTU4697	Saprotroph-Symbiotroph
OTU4701	Saprotroph
OTU4713	Saprotroph
OTU472	Saprotroph
OTU4732	Saprotroph
OTU4739	Saprotroph
OTU474	Saprotroph
OTU4741	Saprotroph
OTU4748	Saprotroph-Symbiotroph
OTU4751	Saprotroph-Symbiotroph
OTU4755	Saprotroph
OTU4769	Pathotroph-Saprotroph-Symbiotroph
OTU4781	Pathotroph-Symbiotroph
OTU4788	Pathotroph-Saprotroph
OTU4802	Saprotroph
OTU4803	Pathotroph-Saprotroph
OTU4805	Pathotroph-Saprotroph
OTU481	Saprotroph
OTU4816	Saprotroph
OTU4822	Saprotroph
OTU4828	Pathotroph-Saprotroph
OTU4829	Saprotroph
OTU4834	Pathotroph-Saprotroph
OTU4845	Pathotroph-Symbiotroph
OTU4850	Saprotroph
OTU486	Saprotroph-Symbiotroph
OTU487	Saprotroph-Symbiotroph
OTU4888	Saprotroph
OTU489	Symbiotroph
OTU4892	Saprotroph
OTU49	Pathotroph-Saprotroph
OTU4902	Pathotroph-Saprotroph
OTU4905	Saprotroph
OTU4908	Symbiotroph
OTU4924	Pathotroph-Saprotroph-Symbiotroph
OTU4929	Pathotroph-Saprotroph
OTU493	Saprotroph-Symbiotroph
OTU4953	Saprotroph-Symbiotroph
OTU4987	Saprotroph
OTU5028	Pathotroph-Saprotroph
OTU5043	Saprotroph-Symbiotroph
OTU5050	Saprotroph
OTU5052	Pathotroph-Symbiotroph
OTU5078	Saprotroph
OTU5079	Pathotroph
OTU5082	Pathotroph
OTU5084	Pathotroph-Saprotroph
OTU5087	Saprotroph
OTU5095	Pathotroph-Symbiotroph
OTU5101	Saprotroph
OTU5114	Pathotroph-Saprotroph
OTU5122	Saprotroph
OTU5127	Saprotroph
OTU5142	Pathotroph-Saprotroph
OTU5151	Pathotroph-Saprotroph
OTU5154	Saprotroph
OTU5169	Pathotroph-Saprotroph
OTU5175	Saprotroph
OTU5187	Pathotroph-Saprotroph
OTU5189	Pathotroph-Saprotroph
OTU5195	Pathotroph-Saprotroph
OTU5202	Pathotroph-Saprotroph
OTU5213	Saprotroph
OTU5223	Saprotroph
OTU5249	Saprotroph
OTU5257	Pathotroph-Saprotroph
OTU5291	Pathotroph
OTU5301	Pathotroph-Saprotroph
OTU5303	Pathotroph-Saprotroph
OTU5307	Saprotroph
OTU5312	Pathotroph-Saprotroph
OTU532	Pathotroph-Saprotroph
OTU5323	Saprotroph
OTU533	Saprotroph-Symbiotroph
OTU5337	Saprotroph
OTU5339	Saprotroph
OTU5351	Pathotroph-Saprotroph
OTU5374	Saprotroph
OTU539	Pathotroph-Symbiotroph
OTU5390	Saprotroph-Symbiotroph
OTU54	Saprotroph
OTU541	Pathotroph-Saprotroph
OTU5435	Saprotroph
OTU5437	Saprotroph
OTU5440	Pathotroph-Symbiotroph
OTU545	Saprotroph
OTU5458	Pathotroph-Saprotroph
OTU5463	Saprotroph
OTU5464	Pathotroph-Saprotroph
OTU5466	Pathotroph-Symbiotroph
OTU5483	Pathotroph-Saprotroph
OTU5484	Saprotroph
OTU5492	Pathotroph-Saprotroph
OTU5495	Saprotroph
OTU5502	Saprotroph
OTU5513	Saprotroph
OTU552	Pathotroph
OTU5521	Saprotroph
OTU5532	Pathotroph-Saprotroph
OTU5536	Saprotroph
OTU556	Saprotroph-Symbiotroph
OTU5571	Saprotroph
OTU5583	Saprotroph
OTU5586	Pathotroph-Saprotroph
OTU5587	Pathotroph-Saprotroph
OTU5592	Saprotroph
OTU5599	Symbiotroph
OTU560	Pathotroph
OTU5601	Saprotroph
OTU5607	Pathotroph-Symbiotroph
OTU5613	Saprotroph
OTU5616	Saprotroph-Symbiotroph
OTU5621	Pathotroph-Symbiotroph
OTU563	Saprotroph
OTU5630	Pathotroph
OTU5635	Pathotroph-Saprotroph
OTU5662	Saprotroph
OTU571	Saprotroph
OTU5711	Pathotroph-Symbiotroph
OTU5715	Pathotroph-Saprotroph
OTU5719	Pathotroph-Saprotroph
OTU572	Saprotroph
OTU574	Pathotroph-Symbiotroph
OTU5745	Pathotroph-Saprotroph
OTU575	Saprotroph
OTU5757	Pathotroph-Saprotroph
OTU5759	Pathotroph-Saprotroph
OTU576	Pathotroph-Saprotroph
OTU5760	Pathotroph
OTU5762	Pathotroph-Saprotroph
OTU5764	Saprotroph
OTU5769	Saprotroph
OTU5772	Pathotroph-Saprotroph
OTU5777	Saprotroph
OTU5781	Saprotroph
OTU5788	Saprotroph
OTU5790	Saprotroph
OTU58	Saprotroph
OTU580	Saprotroph
OTU5803	Saprotroph
OTU5808	Saprotroph
OTU581	Saprotroph
OTU5816	Saprotroph
OTU5817	Saprotroph
OTU583	Saprotroph-Symbiotroph
OTU5842	Saprotroph
OTU5850	Pathotroph-Saprotroph
OTU5861	Pathotroph-Saprotroph
OTU5881	Saprotroph
OTU5891	Pathotroph-Saprotroph
OTU5894	Saprotroph
OTU5895	Pathotroph
OTU59	Saprotroph
OTU5902	Saprotroph
OTU5907	Saprotroph
OTU5909	Pathotroph-Saprotroph
OTU591	Saprotroph
OTU5923	Saprotroph
OTU5936	Pathotroph-Symbiotroph
OTU5946	Pathotroph-Saprotroph
OTU598	Saprotroph
OTU5985	Pathotroph-Saprotroph
OTU599	Saprotroph
OTU6005	Symbiotroph
OTU6006	Saprotroph-Symbiotroph
OTU6013	Saprotroph
OTU6014	Saprotroph
OTU602	Saprotroph
OTU6024	Pathotroph-Saprotroph
OTU604	Pathotroph-Symbiotroph
OTU6045	Saprotroph
OTU605	Pathotroph-Saprotroph
OTU6050	Saprotroph-Symbiotroph
OTU6051	Pathotroph-Symbiotroph
OTU6063	Saprotroph
OTU6066	Saprotroph
OTU6068	Saprotroph
OTU6073	Pathotroph
OTU6077	Saprotroph
OTU6083	Pathotroph-Saprotroph
OTU6089	Saprotroph
OTU609	Saprotroph
OTU6092	Symbiotroph
OTU6096	Saprotroph
OTU61	Saprotroph
OTU6103	Saprotroph
OTU6109	Pathotroph-Saprotroph
OTU6114	Saprotroph
OTU6117	Saprotroph
OTU612	Saprotroph
OTU6159	Saprotroph-Symbiotroph
OTU621	Saprotroph-Symbiotroph
OTU6235	Saprotroph
OTU624	Pathotroph-Saprotroph
OTU6243	Saprotroph
OTU625	Saprotroph
OTU628	Saprotroph
OTU6285	Saprotroph
OTU629	Saprotroph
OTU6297	Saprotroph
OTU6318	Saprotroph
OTU632	Saprotroph
OTU633	Pathotroph-Symbiotroph
OTU6334	Pathotroph-Saprotroph
OTU6336	Saprotroph
OTU634	Pathotroph-Saprotroph
OTU6352	Saprotroph
OTU6359	Saprotroph
OTU636	Saprotroph-Symbiotroph
OTU6360	Saprotroph
OTU6366	Saprotroph-Symbiotroph
OTU6389	Pathotroph-Saprotroph
OTU639	Saprotroph
OTU6391	Saprotroph
OTU6399	Pathotroph-Saprotroph
OTU6419	Saprotroph
OTU6430	Pathotroph-Saprotroph
OTU6439	Saprotroph
OTU6450	Pathotroph-Saprotroph
OTU6451	Pathotroph-Saprotroph
OTU646	Saprotroph
OTU6464	Pathotroph-Symbiotroph
OTU647	Pathotroph-Symbiotroph
OTU6492	Saprotroph
OTU6493	Pathotroph-Saprotroph-Symbiotroph
OTU65	Saprotroph
OTU650	Saprotroph
OTU6509	Saprotroph
OTU6529	Saprotroph
OTU6533	Saprotroph
OTU654	Saprotroph
OTU6540	Saprotroph
OTU6549	Saprotroph
OTU6550	Saprotroph
OTU6565	Saprotroph
OTU6569	Pathotroph-Saprotroph
